datetime,precip_mm,pressure_mB,temp_C,rh_pct,wind_dir_deg,wind_speed_m_s,cloudcover,rain
2024-04-16 04:00:00,0.0,1014.1,24.0,91.0,53.0,5.1,100,0
2024-05-16 16:00:00,0.0,1013.3,14.3,82.0,292.0,1.2,100,0
2023-01-26 12:00:00,0.0,1012.7,26.6,95.0,332.0,1.3,99,0
2024-01-16 05:00:00,0.0,1010.5,22.6,97.0,227.0,0.7,0,0
2022-09-27 15:00:00,0.0,1017.9,24.5,45.0,172.0,4.7,100,0
2024-03-23 15:00:00,0.0,1024.4,23.6,70.0,66.0,5.0,95,0
2022-02-21 11:00:00,0.0,1013.8,23.9,89.0,254.0,2.3,100,0
2024-01-06 11:00:00,0.0,1014.3,24.8,79.0,36.0,2.2,84,0
2022-09-28 06:00:00,0.0,1022.6,15.6,84.0,241.0,2.2,68,0
2022-07-06 21:00:00,0.0,1012.0,16.1,94.82352941176472,14.999999999999998,1.1,100,0
2023-12-23 00:00:00,0.0,1011.6,22.5,92.0,242.0,2.3,100,0
2023-08-10 22:00:00,0.0,1012.6,20.8,100.0,56.42638815956426,2.4456187895212285,95,0
2023-05-30 01:00:00,0.0,1025.0,16.4,94.0,340.0,1.0,100,0
2023-06-09 00:00:00,0.0,1016.6,18.0,92.66666666666669,214.0,0.5,1,0
2022-09-26 02:00:00,0.0,1015.9,16.3,93.0,76.0,2.2,100,0
2024-01-30 08:00:00,0.0,1011.6,18.8,99.0,346.0,0.7,100,0
2023-08-15 10:00:00,0.0,1020.4,7.8,90.25,73.92430966459597,2.5724480578139115,100,0
2022-08-13 08:00:00,0.0,1021.5,11.6,99.33333333333331,191.0,0.7,100,0
2024-03-24 01:00:00,0.0,1022.6,19.7,94.0,61.0,0.8,26,0
2023-11-08 21:00:00,0.0,1012.8,26.4,53.0,205.0,1.5,100,0
2022-05-19 07:00:00,0.0,1014.4,14.3,67.0,242.0,3.1,47,0
2023-02-02 00:00:00,0.0,1012.7,25.9,99.0,127.0,1.3,29,0
2024-04-15 04:00:00,0.0,1015.7,23.3,96.0,62.0,4.4,100,0
2023-08-14 15:00:00,0.0,1023.1,18.2,56.0,71.49774427113923,2.550135501355013,0,0
2023-09-03 02:00:00,0.0,1011.3,17.8,100.0,97.9838767269323,3.098554652213189,0,0
2024-02-13 16:00:00,0.0,1013.8,26.2,78.0,193.0,4.8,100,0
2023-03-15 13:00:00,0.0,1017.9,28.1,73.0,39.0,3.8,35,0
2022-06-25 10:00:00,0.0,1025.2,14.6,93.0,205.0,4.2,99,0
2024-02-25 01:00:00,0.0,1020.5,24.5,97.0,215.0,1.3,21,0
2022-03-11 13:00:00,0.0,1010.8,24.5,82.0,178.0,3.8,82,0
2022-06-03 09:00:00,0.0,1024.8,10.6,97.0,266.0,1.0,45,0
2023-05-01 20:00:00,0.0,1014.7,24.1,79.0,171.0,3.2,100,0
2023-06-13 00:00:00,0.0,1027.8,10.6,58.0,207.0,3.0,93,0
2023-07-25 08:00:00,0.0,1017.0,17.3,93.125,329.4655678159219,1.9782294489611565,14,0
2023-02-10 17:00:00,0.0,1012.3,29.4,59.0,128.0,3.8,72,0
2024-05-25 06:00:00,0.0,1018.8,12.3,88.0,169.0,2.8,69,0
2022-02-12 20:00:00,0.0,1011.7,25.9,67.0,86.0,4.2,45,0
2022-09-11 22:00:00,0.0,1021.0,13.2,58.0,74.0,2.4,100,0
2022-11-25 12:00:00,0.0,1019.7,24.6,47.0,135.0,1.0,40,0
2023-11-29 18:00:00,0.0,1010.6,22.8,84.0,96.0,4.1,100,0
2022-05-24 16:00:00,0.0,1018.1,26.1,41.0,32.0,2.4,0,0
2022-04-09 23:00:00,0.0,1015.6,21.6,98.0,175.0,2.0,44,0
2024-04-10 09:00:00,0.0,1013.0,21.0,100.0,297.0,0.7,100,0
2023-11-19 22:00:00,0.0,1017.0,20.3,63.0,144.0,2.1,2,0
2022-09-09 07:00:00,0.0,1005.6,16.5,92.0,102.0,0.9,100,0
2023-12-11 04:00:00,0.0,1013.8,19.6,92.0,57.00000000000001,4.0,98,0
2023-09-05 23:00:00,0.0,1027.7,14.9,83.0,99.39326062194004,3.179584462511292,99,0
2024-01-22 06:00:00,0.0,1018.3,20.0,98.0,301.0,1.5,33,0
2022-03-20 00:00:00,0.0,1020.4,19.9,89.0,267.0,1.7,63,0
2022-08-28 04:00:00,0.0,1015.8,19.4,84.0,200.0,7.3,55,0
2023-11-11 03:00:00,0.0,1012.6,21.4,88.0,34.0,2.1,100,0
2022-04-29 14:00:00,0.0,1024.4,21.9,48.0,175.0,4.0,44,0
2023-10-15 20:00:00,0.0,1018.4,22.4,74.0,79.0,4.4,14,0
2024-04-16 13:00:00,0.0,1013.1,25.0,92.0,11.0,0.7,100,0
2023-04-11 18:00:00,0.0,1012.3,28.6,53.0,98.0,4.7,20,0
2024-02-02 00:00:00,0.0,1019.8,24.0,79.0,86.0,2.5,23,0
2024-02-01 14:00:00,0.0,1017.9,26.7,70.0,102.0,2.1,25,0
2023-04-29 17:00:00,0.0,1017.2,25.3,61.0,88.0,3.8,7,0
2024-04-30 17:00:00,0.0,1013.4,22.0,94.0,332.0,4.6,100,0
2023-11-06 23:00:00,0.0,1020.0,19.1,75.0,75.0,3.8,11,0
2023-03-19 08:00:00,0.0,1013.6,19.7,97.27272727272728,41.0,0.5,33,0
2022-09-19 03:00:00,0.0,1018.2,14.0,83.0,145.0,0.5,100,0
2024-05-09 15:00:00,0.0,1019.9,20.4,72.0,202.0,3.3,100,0
2024-04-12 14:00:00,0.0,1022.0,22.3,87.0,88.0,5.4,100,0
2023-11-06 19:00:00,0.0,1019.0,21.6,64.0,85.0,5.6,0,0
2023-05-02 02:00:00,0.0,1016.6,21.1,100.0,272.0,1.6,100,0
2023-10-02 21:00:00,0.0,1014.2,16.6,70.0,127.0,2.3,37,0
2022-10-12 04:00:00,0.0,1012.7,17.6,100.0,252.0,2.1,100,0
2023-11-25 21:00:00,0.0,1019.3,21.5,63.0,79.0,3.8,45,0
2023-09-30 04:00:00,0.0,1017.8,16.4,93.0,296.0,1.0,10,0
2023-04-24 18:00:00,0.0,1020.2,24.7,74.0,88.0,5.2,100,0
2022-06-03 18:00:00,0.0,1024.6,15.8,56.0,188.0,3.3,0,0
2022-10-05 20:00:00,0.0,1016.0,18.8,75.0,78.0,4.2,34,0
2023-12-24 19:00:00,0.0,1011.9,25.3,80.0,124.0,3.5,80,0
2023-11-17 23:00:00,0.0,1003.9,21.5,89.0,51.0,1.7,100,0
2023-03-14 09:00:00,0.0,1017.1,21.5,100.0,356.99999999999994,0.6,100,0
2022-04-12 12:00:00,0.0,1009.2,21.7,92.0,156.0,2.6,100,0
2023-05-29 17:00:00,0.0,1022.9,18.3,65.0,146.0,1.5,100,0
2024-03-03 07:00:00,0.0,1009.8,22.0,100.0,13.0,0.7,99,0
2022-01-12 08:00:00,0.0,1012.6,19.5,93.0,5.0,0.6,100,0
2023-10-19 13:00:00,0.0,1024.1,18.3,79.0,345.0,1.3,100,0
2024-03-03 09:00:00,0.0,1011.1,21.9,100.0,274.0,1.2,83,0
2024-04-06 16:00:00,0.0,1020.1,25.8,45.0,64.0,2.6,20,0
2022-08-19 17:00:00,0.0,1030.9,14.1,46.0,167.0,5.4,3,0
2022-08-02 00:00:00,0.0,1019.5,13.8,100.0,212.0,1.2,51,0
2024-05-27 00:00:00,0.0,1026.8,14.2,85.0,280.0,1.1,100,0
2022-09-10 22:00:00,0.0,1021.9,14.2,60.0,199.0,1.9,0,0
2023-05-24 10:00:00,0.0,1019.7,15.8,77.23529411764706,350.0,0.7,100,0
2024-05-14 02:00:00,0.0,1018.4,16.7,76.0,225.0,4.0,100,0
2023-08-22 15:00:00,0.0,1002.6,28.4,51.0,88.2677738314738,2.7756097560975608,100,0
2024-01-21 21:00:00,0.0,1017.1,24.3,64.0,154.0,3.4,99,0
2022-07-23 22:00:00,0.0,1017.3,17.8,98.0,67.0,1.8,65,0
2022-11-21 06:00:00,0.0,1011.7,19.1,99.0,257.0,0.5,97,0
2023-08-23 07:00:00,0.0,1001.6,21.1,91.0,89.12550348072217,2.7943992773261064,22,0
2022-11-24 07:00:00,0.0,1013.7,15.9,100.0,315.0,1.1,21,0
2023-07-25 20:00:00,0.0,1016.8,18.9,97.0,330.6866686650053,1.9923215898825652,100,0
2022-03-17 09:00:00,0.0,1011.9,18.1,96.0,311.99999999999994,1.2,2,0
2022-10-29 04:00:00,0.0,1010.4,19.2,98.625,290.0,0.3,0,0
2023-10-23 07:00:00,0.0,1010.3,21.1,85.0,109.0,1.1,100,0
2023-12-02 20:00:00,0.0,1007.4,27.4,83.0,70.0,3.4,78,0
2023-08-06 18:00:00,0.0,1012.7,27.8,56.0,31.00959872257254,2.3281842818428187,0,0
2022-04-03 07:00:00,0.0,1019.3,15.9,97.0,215.0,0.7,33,0
2023-08-22 09:00:00,0.0,1008.1,13.3,99.28571428571428,87.93175268073487,2.7685636856368565,4,0
2022-05-08 09:00:00,0.0,1023.0,13.6,99.0,291.0,0.6,24,0
2023-06-26 04:00:00,0.0,1017.8,17.7,99.11111111111111,305.3322146238131,1.1561878952122857,63,0
2023-12-23 14:00:00,0.0,1011.0,28.2,63.0,176.0,3.4,32,0
2022-01-03 12:00:00,0.0,1010.2,28.1,75.0,236.0,1.2,82,0
2024-02-07 19:00:00,0.0,1012.5,28.3,82.0,93.0,4.2,98,0
2023-06-29 18:00:00,0.0,1026.5,17.1,44.0,306.39719990339506,1.2571815718157182,18,0
2023-12-12 10:00:00,0.0,1018.7,22.3,82.0,72.0,1.7,0,0
2023-11-22 04:00:00,0.0,1006.6,20.5,98.0,352.0,0.9,100,0
2023-01-05 21:00:00,0.0,1015.7,24.5,58.0,92.0,4.5,0,0
2022-03-30 07:00:00,0.0,1004.8,19.8,97.0,29.000000000000004,0.5,100,0
2022-08-11 17:00:00,0.0,1024.8,16.7,86.0,175.0,2.6,54,0
2022-08-23 23:00:00,0.0,1023.8,16.4,100.0,53.0,1.6,100,0
2022-12-03 10:00:00,0.0,1012.2,24.0,98.2,95.0,1.1,100,0
2022-01-13 06:00:00,0.0,1014.1,19.9,94.0,338.0,0.8,14,0
2023-10-10 16:00:00,0.0,1018.6,21.8,76.0,81.0,6.4,11,0
2023-12-02 00:00:00,0.0,1011.4,23.4,90.0,106.0,2.1,78,0
2023-07-01 01:00:00,0.0,1024.1,14.8,100.0,306.83104252866895,1.2935862691960254,100,0
2022-07-15 22:00:00,0.0,1009.6,17.9,96.25,229.0,1.7,100,0
2022-01-13 23:00:00,0.0,1017.2,23.1,87.0,88.0,1.7,100,0
2024-01-05 22:00:00,0.0,1014.7,23.2,86.0,84.0,4.5,29,0
2022-06-10 00:00:00,0.0,1017.2,17.7,97.0,76.0,1.5,20,0
2024-04-17 12:00:00,0.0,1015.2,23.9,58.0,293.0,4.5,19,0
2023-01-06 13:00:00,0.0,1020.9,24.0,69.0,353.0,0.9,82,0
2023-10-26 15:00:00,0.0,1011.4,20.3,62.0,168.0,4.2,100,0
2024-04-23 07:00:00,0.0,1012.3,19.5,100.0,316.0,1.7,51,0
2023-05-07 07:00:00,0.0,1014.6,21.3,95.2,213.0,0.7,100,0
2024-01-23 05:00:00,0.0,1019.1,19.4,98.0,311.0,1.9,98,0
2024-04-24 13:00:00,0.0,1016.4,22.4,93.0,178.0,4.2,100,0
2023-02-13 11:00:00,0.0,1011.0,22.2,85.6,341.0,0.8,87,0
2023-01-20 05:00:00,0.0,1014.1,21.6,94.23076923076924,93.0,0.6,64,0
2022-10-28 18:00:00,0.0,1010.1,24.8,68.0,92.0,5.2,14,0
2023-05-07 15:00:00,0.0,1014.4,26.9,73.0,62.0,1.8,97,0
2022-02-18 03:00:00,0.0,1012.7,20.5,96.0,20.0,0.5,0,0
2024-01-29 11:00:00,0.0,1014.5,19.4,99.0,289.0,1.2,99,0
2023-12-31 20:00:00,0.0,1017.1,22.1,69.0,117.0,2.3,100,0
2022-10-02 11:00:00,0.0,1021.3,19.7,69.0,211.0,2.7,10,0
2022-07-09 10:00:00,0.0,1023.2,13.7,100.0,320.0,0.2,98,0
2022-07-22 16:00:00,0.0,1013.8,26.1,63.0,151.0,2.8,100,0
2022-05-13 12:00:00,0.0,1021.8,18.1,68.0,344.0,0.9,0,0
2023-11-07 11:00:00,0.0,1019.2,20.2,65.0,19.0,4.8,0,0
2022-07-19 10:00:00,0.0,1025.1,14.3,97.0,262.0,2.0,100,0
2023-02-01 02:00:00,0.0,1010.5,22.7,98.54545454545456,340.0,2.1,24,0
2023-08-13 01:00:00,0.0,1025.2,12.9,51.0,65.87762735738423,2.5055103884372176,87,0
2022-03-06 01:00:00,0.0,1010.1,24.4,93.0,180.0,0.6,100,0
2023-01-15 16:00:00,0.0,1015.1,25.2,89.0,149.0,1.8,100,0
2023-04-30 12:00:00,0.0,1018.4,18.6,79.07142857142857,308.0,0.9,14,0
2022-08-03 13:00:00,0.0,1018.9,16.9,100.0,294.0,1.8,100,0
2023-06-26 23:00:00,0.0,1016.2,18.6,99.71428571428572,305.55166873338305,1.1785004516711834,95,0
2023-05-10 21:00:00,0.0,1016.7,18.9,74.0,131.0,0.6,0,0
2022-11-04 04:00:00,0.0,1023.8,13.7,97.0,271.0,1.8,0,0
2023-02-12 13:00:00,0.0,1013.2,27.2,71.0,333.0,1.1,1,0
2023-08-10 05:00:00,0.0,1017.6,15.3,97.5,52.730349512402974,2.425654923215899,48,0
2023-08-10 15:00:00,0.0,1015.9,22.8,88.0,54.93863118329847,2.43739837398374,64,0
2024-02-06 02:00:00,0.0,1017.8,25.4,89.0,91.0,1.8,99,0
2022-09-26 18:00:00,0.0,1013.0,21.1,62.0,143.0,3.3,100,0
2023-06-22 04:00:00,0.0,1016.6,14.4,100.0,304.3384578678449,1.0434507678410117,44,0
2022-08-05 19:00:00,0.0,1017.9,14.9,82.0,179.0,5.2,0,0
2022-04-09 09:00:00,0.0,1014.5,19.5,98.0,279.0,0.9,27,0
2023-02-17 09:00:00,0.0,999.8,22.2,100.0,202.0,1.4,100,0
2022-04-16 08:00:00,0.0,1019.7,14.1,95.0,288.0,1.5,84,0
2023-04-16 09:00:00,0.0,1016.7,18.0,92.33333333333331,215.0,0.5,44,0
2023-09-29 13:00:00,0.0,1021.8,20.2,75.0,36.0,4.2,100,0
2024-04-02 21:00:00,0.0,1012.4,23.2,80.0,192.0,4.2,49,0
2024-05-20 23:00:00,0.0,1021.9,16.6,88.0,239.0,0.9,1,0
2022-04-18 12:00:00,0.0,1022.3,20.3,66.0,333.0,1.7,6,0
2022-04-11 14:00:00,0.0,1011.4,23.3,90.0,10.0,3.4,100,0
2022-11-05 14:00:00,0.0,1023.4,21.4,53.0,128.0,4.4,54,0
2023-02-07 20:00:00,0.0,1012.5,27.5,66.0,124.0,4.9,44,0
2022-02-25 22:00:00,0.0,1013.9,26.5,92.0,181.0,0.5,100,0
2024-03-01 00:00:00,0.0,1014.3,24.3,97.0,66.0,0.3,100,0
2023-01-07 01:00:00,0.0,1023.0,21.3,92.0,50.0,0.5,63,0
2024-04-13 06:00:00,0.0,1019.0,20.9,98.0,59.99999999999999,2.4,100,0
2022-12-07 17:00:00,0.0,1013.0,24.5,72.0,146.0,3.9,36,0
2022-01-05 14:00:00,0.0,1005.6,27.4,72.0,160.0,6.5,83,0
2022-04-20 11:00:00,0.0,1020.6,18.0,100.0,304.0,1.2,100,0
2024-03-02 12:00:00,0.0,1014.8,25.3,92.0,308.0,0.9,100,0
2022-12-21 16:00:00,0.0,1017.5,23.9,65.0,119.0,3.0,52,0
2024-03-01 23:00:00,0.0,1015.0,25.4,88.0,112.0,1.4,13,0
2023-12-26 13:00:00,0.0,1013.9,23.8,50.0,245.0,5.3,23,0
2024-04-10 13:00:00,0.0,1014.8,24.2,95.0,279.0,0.8,100,0
2023-03-11 18:00:00,0.0,1015.0,27.9,72.0,126.0,5.1,42,0
2023-04-27 12:00:00,0.0,1014.1,20.7,83.0,266.0,1.9,2,0
2023-12-29 21:00:00,0.0,1008.6,25.3,76.0,195.0,3.1,100,0
2023-02-22 08:00:00,0.0,1017.5,18.9,97.0909090909091,275.0,0.5,44,0
2022-02-27 03:00:00,0.0,1015.2,24.1,93.0,85.0,1.6,1,0
2022-09-18 13:00:00,0.0,1021.1,20.9,56.0,57.00000000000001,7.6,58,0
2023-06-28 15:00:00,0.0,1016.0,27.5,38.0,306.04221384916394,1.2254742547425477,96,0
2022-07-22 17:00:00,0.0,1013.8,22.8,75.0,140.0,1.8,100,0
2022-07-22 01:00:00,0.0,1015.5,20.2,95.0,166.0,0.7,100,0
2022-07-21 12:00:00,0.0,1016.4,19.1,84.57142857142857,333.4488491095539,0.75,100,0
2022-10-24 02:00:00,0.0,1019.0,18.2,89.0,257.0,1.2,100,0
2022-08-04 13:00:00,0.0,1011.2,18.5,100.0,184.0,2.25,99,0
2023-03-26 21:00:00,0.0,1014.0,24.8,63.0,201.0,4.6,9,0
2022-04-05 00:00:00,0.0,1016.2,21.5,94.0,220.0,1.6,100,0
2024-02-01 00:00:00,0.0,1016.0,23.8,92.0,21.0,0.8,17,0
2022-10-15 15:00:00,0.0,1026.6,19.6,89.0,83.0,6.2,100,0
2023-12-19 07:00:00,0.0,1007.3,24.1,89.0,259.0,2.5,100,0
2023-07-10 18:00:00,0.0,1014.6,18.8,95.0,311.3702488080367,1.5672086720867209,100,0
2022-10-30 14:00:00,0.0,1001.4,30.1,45.0,75.0,2.0,100,0
2023-03-15 17:00:00,0.0,1015.9,29.1,71.0,85.0,6.2,100,0
2022-08-14 04:00:00,0.0,1020.4,14.6,99.125,63.0,0.2,0,0
2023-03-21 18:00:00,0.0,1016.2,25.9,86.0,156.0,3.9,100,0
2022-06-29 14:00:00,0.0,1015.9,16.7,51.0,232.00000000000003,3.9,77,0
2022-07-22 12:00:00,0.0,1016.6,23.8,78.0,274.0,1.1,100,0
2023-12-07 13:00:00,0.0,1008.1,30.4,72.0,139.0,0.7,100,0
2022-04-10 21:00:00,0.0,1014.6,22.9,87.0,61.0,3.7,100,0
2022-04-22 11:00:00,0.0,1009.6,21.6,72.0,341.0,1.8,0,0
2023-04-20 19:00:00,0.0,1017.3,22.5,45.0,169.0,4.9,0,0
2023-12-14 03:00:00,0.0,1010.0,23.3,88.0,146.0,0.9,100,0
2023-11-30 04:00:00,0.0,1010.5,21.2,96.0,174.0,0.5,35,0
2022-01-15 07:00:00,0.0,1013.8,23.0,94.0,151.0,0.6,26,0
2022-10-19 14:00:00,0.0,1017.6,20.5,96.0,139.0,1.7,100,0
2022-04-08 18:00:00,0.0,1013.3,21.1,81.0,63.0,4.8,100,0
2022-10-08 13:00:00,0.0,1011.5,25.4,34.0,38.0,3.0,0,0
2024-03-19 23:00:00,0.0,1010.5,24.4,97.0,243.0,0.3,100,0
2023-09-16 05:00:00,0.0,1015.6,12.3,97.33333333333331,102.90095768527829,3.468473351400181,2,0
2023-04-11 12:00:00,0.0,1017.1,22.5,98.0,347.0,1.0,40,0
2022-11-07 00:00:00,0.0,1024.3,16.1,98.0,257.0,1.8,82,0
2023-03-07 19:00:00,0.0,1006.3,29.4,70.0,17.000000000000004,2.0,62,0
2022-12-23 17:00:00,0.0,1014.0,25.3,61.0,80.0,7.1,1,0
2023-01-03 02:00:00,0.0,1005.3,25.5,100.0,102.0,0.3,62,0
2024-02-02 23:00:00,0.0,1018.9,23.6,78.0,73.0,3.2,6,0
2023-08-06 10:00:00,0.0,1018.4,16.4,98.5,28.68604400958997,2.318789521228545,89,0
2023-09-15 07:00:00,0.0,1020.5,9.9,97.0,102.65644051929372,3.4426377597109306,0,0
2023-09-01 09:00:00,0.0,1018.6,11.8,96.0,97.0137719295004,3.0504065040650405,97,0
2023-12-26 15:00:00,0.0,1014.1,26.0,48.0,179.0,3.5,17,0
2022-11-02 02:00:00,0.0,1029.7,12.7,88.0,276.0,1.1,44,0
2024-05-08 07:00:00,0.0,1005.8,23.9,80.0,104.0,2.2,84,0
2023-06-09 17:00:00,0.0,1011.1,29.9,27.0,291.0,3.8,12,0
2022-07-10 21:00:00,0.0,1013.4,19.5,100.0,114.0,0.8,100,0
2022-10-15 02:00:00,0.0,1028.8,17.2,91.0,84.0,1.4,100,0
2023-10-28 21:00:00,0.0,1003.6,23.2,79.0,62.0,3.0,100,0
2022-07-19 06:00:00,0.0,1023.6,13.0,98.0,236.0,0.8,100,0
2024-04-20 13:00:00,0.0,1020.1,21.1,73.0,48.00000000000001,1.9,0,0
2022-07-17 21:00:00,0.0,1024.2,12.1,91.0,68.0,1.0,0,0
2022-02-13 13:00:00,0.0,1010.4,28.6,59.0,198.0,2.0,62,0
2022-11-16 07:00:00,0.0,1016.0,16.5,91.0,299.0,0.5,0,0
2024-02-10 01:00:00,0.0,1016.3,24.7,93.0,79.0,2.7,20,0
2022-02-11 17:00:00,0.0,1011.9,27.3,65.0,88.0,7.4,70,0
2023-12-22 16:00:00,0.0,1011.3,29.2,64.0,172.0,6.3,39,0
2023-10-08 00:00:00,0.0,1019.2,17.7,93.0,279.0,1.8,100,0
2022-06-29 10:00:00,0.0,1014.0,13.9,78.0,242.0,2.7,91,0
2024-01-11 11:00:00,0.0,1009.0,26.1,98.0,296.0,1.0,99,0
2022-04-01 10:00:00,0.0,1026.1,12.9,85.0,284.0,2.1,8,0
2022-10-12 03:00:00,0.0,1013.2,17.9,100.0,251.0,1.7,100,0
2022-01-19 05:00:00,0.0,1015.0,22.2,93.0,296.0,0.4,0,0
2022-05-23 12:00:00,0.0,1021.9,15.2,91.0,329.0,1.3,100,0
2022-08-24 10:00:00,0.0,1023.2,13.1,81.81818181818181,260.0,1.9,86,0
2023-10-25 05:00:00,0.0,1010.6,19.3,81.0,181.0,5.9,98,0
2022-07-08 07:00:00,0.0,1023.0,15.1,93.0,184.0,3.6,100,0
2023-09-22 04:00:00,0.0,1011.0,19.6,100.0,272.0,0.8,82,0
2022-07-04 20:00:00,0.0,1014.8,18.1,95.0,210.0,1.3,19,0
2023-12-11 18:00:00,0.0,1014.9,24.2,70.0,98.0,5.0,20,0
2023-05-13 20:00:00,0.0,1018.4,19.8,63.0,103.0,2.7,1,0
2023-08-27 20:00:00,0.0,1025.5,13.1,55.0,93.78172674587606,2.9224028906955737,3,0
2023-02-09 19:00:00,0.0,1011.6,28.8,58.0,32.0,2.2,100,0
2023-12-10 15:00:00,0.0,1014.6,24.5,70.0,1.0,1.2,100,0
2024-03-13 05:00:00,0.0,1015.0,19.8,99.0,332.0,0.5,97,0
2024-03-18 09:00:00,0.0,1012.4,22.0,99.0,278.0,0.7,25,0
2022-05-20 07:00:00,0.0,1020.6,8.1,96.0,291.0,0.8,0,0
2023-06-24 14:00:00,0.0,1015.2,21.5,90.0,304.9171127469905,1.1115627822944896,100,0
2023-09-06 16:00:00,0.0,1027.7,18.9,71.0,99.70400236248084,3.199548328816621,100,0
2023-06-29 05:00:00,0.0,1024.9,15.6,58.0,306.2237439317776,1.2419150858175247,27,0
2024-03-26 15:00:00,0.0,1018.1,25.0,71.0,154.0,3.9,24,0
2023-05-02 00:00:00,0.0,1016.9,22.2,97.0,191.0,2.3,100,0
2023-02-01 08:00:00,0.0,1009.9,21.6,94.1818181818182,249.0,0.4,38,0
2024-02-10 05:00:00,0.0,1015.7,24.7,90.0,80.0,3.6,22,0
2023-12-17 02:00:00,0.0,1010.4,24.4,95.0,63.0,1.8,3,0
2022-07-10 00:00:00,0.0,1018.9,16.1,100.0,118.0,1.3,0,0
2022-04-24 05:00:00,0.0,1015.8,12.9,97.0,273.0,1.4,0,0
2023-07-03 10:00:00,0.0,1023.2,15.9,100.0,307.7118290985267,1.360523938572719,100,0
2023-03-25 18:00:00,0.0,1011.7,26.8,77.0,84.0,4.8,93,0
2022-10-04 10:00:00,0.0,1018.9,14.8,69.0,231.0,2.4,100,0
2022-02-20 16:00:00,0.0,1008.0,31.4,49.0,82.0,3.5,52,0
2023-01-07 17:00:00,0.0,1022.2,25.8,57.0,69.0,5.4,15,0
2024-03-08 02:00:00,0.0,1017.7,23.5,87.0,51.0,2.0,86,0
2022-08-24 19:00:00,0.0,1019.8,23.6,58.0,91.0,0.9,0,0
2024-04-20 05:00:00,0.0,1020.0,14.8,100.0,271.0,0.5,0,0
2023-08-30 16:00:00,0.0,1017.3,21.7,81.0,95.92273138340153,3.0022583559168927,0,0
2022-10-17 18:00:00,0.0,1019.1,19.9,80.0,167.0,4.1,99,0
